wagnum,month,target_month,target_day,60d_opor_station_sign_max,5d_st_river_sign_mean,60d_st_border_sign_mean,60d_st_car_sign_max,30d_st_car_sign_max,60d_avg_distance_max,5d_st_sea_sign_max,30d_st_freigh_sign_mean,10d_st_sea_sign_mean,60d_st_freigh_sign_max,10d_avg_distance_max,60d_st_sea_sign_mean,10d_opor_station_sign_mean,10d_naliv_mean,30d_diff_mean,30d_st_border_sign_mean,30d_st_freigh_sign_max,60d_st_freigh_sign_mean,30d_st_border_sign_max,5d_opor_station_sign_max,60d_st_ferry_sign_mean,5d_st_ferry_sign_max,10d_st_ferry_sign_mean,60d_naval_mean,10d_st_freigh_sign_mean,5d_st_sea_sign_mean,5d_skoroport_mean,10d_st_border_sign_mean,10d_opor_station_sign_max,5d_st_freigh_sign_mean,30d_opor_station_sign_mean,60d_opor_station_sign_mean,5d_openvagons_mean,10d_st_car_sign_max,60d_openvagons_mean,30d_openvagons_mean,5d_st_border_sign_max,10d_diff_mean,5d_diff_mean,10d_st_river_sign_mean,60d_st_sea_sign_max,60d_st_car_sign_mean,10d_another_road_max,60d_naliv_mean,10d_naval_mean,10d_skoroport_mean,5d_opor_station_sign_mean,30d_nasip_mean,10d_soprovod_mean,30d_isload_mean,60d_nasip_mean,60d_st_river_sign_max,60d_diff_mean,10d_nasip_mean,30d_avg_distance_max,5d_st_border_sign_mean,30d_naval_mean,5d_avg_distance_min,60d_skoroport_mean,5d_avg_distance_max,60d_isload_mean,10d_openvagons_mean,30d_st_sea_sign_mean,10d_smerz_mean,5d_smerz_mean,10d_isload_mean,10d_st_ferry_sign_max,5d_another_road_max,5d_soprovod_mean,30d_naliv_mean,5d_naval_mean,5d_st_car_sign_max,30d_st_ferry_sign_mean,60d_st_river_sign_mean,5d_naliv_mean,60d_st_ferry_sign_max,10d_st_border_sign_max,10d_st_freigh_sign_max,30d_st_car_sign_mean,10d_avg_distance_min,5d_st_car_sign_mean,30d_another_road_max,5d_st_ferry_sign_mean,30d_smerz_mean,30d_opor_station_sign_max,10d_st_river_sign_max,60d_smerz_mean,30d_soprovod_mean,30d_st_river_sign_max,30d_skoroport_mean,5d_st_freigh_sign_max,10d_st_sea_sign_max,30d_avg_distance_min,60d_st_border_sign_max,30d_st_ferry_sign_max,5d_st_river_sign_max,30d_st_river_sign_mean,30d_st_sea_sign_max,60d_soprovod_mean,60d_another_road_max,5d_isload_mean,10d_st_car_sign_mean,60d_avg_distance_min,5d_nasip_mean,date_kap,date_dep,kod_vrab,date_pl_rem,days_to_pl_rem,last_rem_date,days_from_last_rem,ost_prob,manage_type,rod_id_x,reestr_state,ownership_type,model,rod_id_y,gruz,cnsi_gruz_capacity,cnsi_volumek,tara,date_build,srok_sl,zavod_build,date_iskl,cnsi_probeg_dr,cnsi_probeg_kr,kuzov,telega,tormoz,tipvozd,tippogl,norma_km,ownertype,expected_srok_sl_y,expected_srok_sl_y_b,date_build_b
48,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-06-04,2021-08-09,1,2024-08-09,586,2021-08-09,510,41848,0,0,1,0,11-276,0,680,680,122.0,253,1994-01-18,2024-05-12,1,,110,160,2,9,2,4,2,110000,0,30.334246575342465,long,"(0, 2000]"
49,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-05-18,2021-10-09,0,2024-10-09,647,2021-10-09,449,67816,0,0,1,0,11-264,0,680,680,114.0,243,1994-04-25,2026-08-03,1,,110,160,2,9,2,4,2,110000,0,32.295890410958904,long,"(0, 2000]"
50,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-05-09,2021-08-19,0,2024-08-19,596,2021-08-19,500,108150,0,0,1,0,11-276,0,680,680,122.0,260,1995-07-04,2025-09-12,1,,110,160,2,9,2,1,1,160000,0,30.213698630136985,long,"(0, 2000]"
51,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-09-27,2021-07-12,1,2024-07-12,558,2021-07-12,538,42332,0,0,1,0,11-276,0,680,680,122.0,256,1994-07-28,2025-11-09,1,,110,160,2,9,2,1,2,110000,0,31.306849315068494,long,"(0, 2000]"
52,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-07-25,2018-03-07,0,2024-07-25,571,2021-07-25,525,91259,0,0,1,0,11-276,0,680,680,122.0,250,1994-12-30,2024-12-01,1,,110,160,2,9,2,4,2,160000,0,29.942465753424656,long,"(0, 2000]"
53,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-09-26,2021-08-26,0,2024-08-26,603,2021-08-26,493,106543,0,0,1,0,11-276,0,680,680,122.0,254,1994-09-19,2025-02-19,1,,110,160,2,9,3,1,2,160000,0,30.44109589041096,long,"(0, 2000]"
54,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-03-22,2021-11-15,1,2024-11-15,684,2021-11-15,412,82082,0,0,1,0,11-276,0,680,680,122.0,253,1995-07-16,2026-08-14,1,,110,160,2,9,2,4,11,160000,0,31.101369863013698,long,"(0, 2000]"
55,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-04-08,2019-03-11,0,2025-04-08,828,2022-04-08,268,128587,0,0,1,0,11-276,0,680,680,122.0,253,1993-07-15,2024-09-29,1,,110,160,2,9,2,4,2,160000,0,31.23013698630137,long,"(0, 2000]"
56,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-11-30,2021-11-10,0,2024-11-10,679,2021-11-10,417,120313,0,0,1,0,11-276,0,680,680,122.0,252,1996-01-23,2027-02-03,1,,110,160,2,9,2,6,11,160000,0,31.052054794520547,long,"(0, 2000]"
57,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-06-20,2020-06-10,0,2023-06-10,160,2020-06-10,935,53542,0,0,1,0,11-276,0,680,680,122.0,251,1996-01-20,2024-04-29,1,,110,160,2,9,2,1,11,110000,0,28.293150684931508,long,"(0, 2000]"
58,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-05-20,2020-04-24,0,2023-04-24,113,2020-04-24,982,77069,0,0,1,0,11-276,0,680,680,122.0,252,1995-05-18,2026-07-23,1,,110,160,2,9,2,4,2,110000,0,31.202739726027396,long,"(0, 2000]"
59,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-14,2022-03-07,0,2025-03-07,796,2022-03-07,300,116863,0,0,1,0,11-276,0,680,680,122.0,253,1994-05-26,2027-03-16,1,,110,160,2,9,2,4,11,160000,0,32.827397260273976,long,"(0, 2000]"
60,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-02-10,2021-08-31,1,2023-08-31,242,2021-08-31,488,115197,0,0,1,0,11-276,0,680,680,122.0,253,1994-03-04,2026-11-23,1,,110,160,2,9,2,1,2,0,0,32.74520547945205,long,"(0, 2000]"
61,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-07-18,2017-07-10,0,2023-07-18,198,2020-07-18,897,90893,0,0,1,0,11-276,0,680,680,122.0,254,1995-01-21,2026-08-27,1,,110,160,2,9,2,4,2,160000,0,31.61917808219178,long,"(0, 2000]"
62,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-10-30,2021-09-12,0,2024-09-12,620,2021-09-12,476,47904,0,0,1,0,11-276,0,680,680,122.0,254,1994-01-20,2026-11-28,1,,110,160,2,9,2,1,1,110000,0,32.87671232876713,long,"(0, 2000]"
63,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-21,2018-04-30,0,2024-09-21,629,2021-09-21,467,123489,0,0,1,0,11-276,0,680,680,122.0,253,1994-04-28,2027-10-25,1,,110,160,2,9,2,1,1,160000,0,33.515068493150686,long,"(0, 2000]"
64,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-12-11,2021-08-21,0,2024-08-21,598,2021-08-21,498,58004,0,0,1,0,11-276,0,680,680,122.0,250,1996-02-07,2027-10-24,1,,110,160,2,9,2,4,12,110000,0,31.731506849315068,long,"(0, 2000]"
65,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-01-10,2020-08-23,1,2023-08-23,234,2020-08-23,861,73140,0,0,1,0,11-276,0,680,680,122.0,254,1994-09-28,2024-09-12,1,,110,160,2,9,2,7,2,0,0,29.97808219178082,long,"(0, 2000]"
66,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-21,2018-08-16,0,2024-09-21,629,2021-09-21,467,122566,0,0,1,0,11-264,0,680,680,114.0,250,1994-06-03,2026-02-17,1,,110,160,2,9,2,4,2,160000,0,31.731506849315068,long,"(0, 2000]"
67,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-24,2021-09-14,0,2024-09-14,622,2021-09-14,474,70656,0,0,1,0,11-276,0,680,680,122.0,260,1994-06-02,2028-02-24,1,,110,160,2,9,2,1,1,110000,0,33.75342465753425,long,"(0, 2000]"
68,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-04-30,2021-08-03,1,2024-08-03,580,2021-08-03,516,52902,0,0,1,0,11-276,0,680,680,122.0,260,1993-08-02,2025-08-03,1,,110,160,2,9,2,4,2,110000,0,32.02465753424657,long,"(0, 2000]"
69,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-11-22,2020-07-24,0,2023-07-24,204,2020-07-24,891,48628,0,0,1,0,11-276,0,680,680,122.0,244,1993-07-29,2026-01-30,1,,110,160,2,9,2,4,11,110000,0,32.52876712328767,long,"(0, 2000]"
70,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-07-24,2017-07-20,0,2023-07-24,204,2020-07-24,891,80305,0,0,1,0,11-276,0,680,680,122.0,250,1992-08-17,2025-04-28,1,,110,160,2,9,2,4,7,160000,0,32.71780821917808,long,"(0, 2000]"
71,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-08-09,2017-08-04,0,2023-08-09,220,2020-08-09,875,59152,0,0,1,0,11-276,0,680,680,122.0,260,1995-04-24,2027-05-12,1,,110,160,2,9,2,1,12,160000,0,32.07123287671233,long,"(0, 2000]"
72,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-12-14,2019-01-12,0,2024-12-14,713,2021-12-14,383,107843,0,0,1,0,11-276,0,680,680,122.0,260,1994-10-09,2025-12-21,1,,110,160,2,9,3,1,12,160000,0,31.221917808219178,long,"(0, 2000]"
73,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-29,2018-05-01,0,2024-01-29,393,2021-01-29,702,60595,0,0,1,0,11-276,0,680,680,122.0,260,1993-07-12,2025-08-14,1,,110,160,2,9,2,1,1,160000,0,32.11232876712329,long,"(0, 2000]"
74,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-17,2021-12-10,0,2024-12-10,709,2021-12-10,387,93036,0,0,1,0,11-286,0,670,670,138.0,270,1994-11-22,2026-01-13,1,,110,160,2,9,2,4,19,160000,0,31.164383561643834,long,"(0, 2000]"
75,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-07-22,2017-10-18,0,2023-07-22,202,2020-07-22,893,24800,0,0,1,0,11-286,0,670,670,138.0,262,1993-02-01,2027-03-28,1,,110,160,2,9,2,4,4,160000,0,34.172602739726024,long,"(0, 2000]"
76,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-06-29,2017-05-29,0,2023-06-29,179,2020-06-29,916,36081,0,0,1,0,11-286,0,670,670,138.0,270,1995-08-24,2028-01-04,1,,110,160,2,9,2,6,1,110000,0,32.38630136986301,long,"(0, 2000]"
77,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-11-29,1,2022-11-29,-33,2019-11-29,1129,156196,0,0,1,0,11-280,0,680,680,138.0,260,2010-10-06,2040-11-07,1,,110,160,2,9,2,4,1,160000,0,30.10958904109589,long,"(2007, 2017]"
78,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-10-20,1,2022-10-20,-73,2019-10-20,1169,145773,0,0,1,0,11-280,0,680,680,138.0,258,2008-12-02,2040-09-08,1,,110,160,2,9,2,6,11,160000,0,31.78904109589041,long,"(2007, 2017]"
79,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-17,2021-09-07,2,2024-02-01,396,2021-09-07,481,29262,0,0,1,0,11-260,0,680,680,140.0,260,1994-01-13,2025-08-26,1,,110,160,2,9,2,1,1,160000,0,31.638356164383563,long,"(0, 2000]"
80,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-12-09,2019-09-07,1,2022-09-07,-116,2019-09-07,1212,115197,0,0,1,0,11-280,0,680,680,138.0,260,1993-09-15,2026-02-15,1,,110,160,2,9,2,1,2,0,0,32.441095890410956,long,"(0, 2000]"
81,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-02-08,2020-06-25,1,2023-06-25,175,2020-06-25,920,58182,0,0,1,0,11-286,0,670,670,138.0,270,1994-06-12,2024-09-26,1,,110,160,2,9,2,1,1,160000,0,30.312328767123287,long,"(0, 2000]"
82,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-04-13,2021-06-20,1,2024-06-20,536,2021-06-20,560,35162,0,0,1,0,11-260,0,680,680,140.0,260,1993-06-22,2025-03-21,1,,110,160,2,9,2,1,11,110000,0,31.767123287671232,long,"(0, 2000]"
83,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-06-13,2021-04-02,1,2024-04-02,457,2021-04-02,639,61613,0,0,1,0,11-280,0,680,680,138.0,260,1995-01-12,2025-11-30,1,,110,160,2,9,2,1,2,160000,0,30.904109589041095,long,"(0, 2000]"
84,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-05-14,2019-04-13,0,2025-05-14,864,2022-05-14,232,135242,0,0,1,0,11-286,0,670,670,138.0,270,1992-07-30,2028-06-15,1,,110,160,2,9,2,4,2,160000,0,35.9013698630137,long,"(0, 2000]"
85,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-05-29,2020-11-16,0,2023-11-16,319,2020-11-16,776,66573,0,0,1,0,11-280,0,680,680,138.0,260,1994-12-16,2026-10-01,1,,110,160,2,9,2,4,3,160000,0,31.813698630136987,long,"(0, 2000]"
86,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-03-13,2019-10-14,0,2022-10-14,-79,2019-10-14,1175,151939,0,0,1,0,11-280,0,680,680,138.0,260,1995-07-10,2026-04-07,1,,110,160,2,9,2,4,2,160000,0,30.764383561643836,long,"(0, 2000]"
87,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-06-27,2021-06-26,1,2024-06-26,542,2021-06-26,554,83267,0,0,1,0,11-280,0,680,680,138.0,260,1992-09-23,2027-11-26,1,,110,160,2,9,2,4,1,160000,0,35.1972602739726,long,"(0, 2000]"
88,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-08-03,1,2022-08-03,-151,2019-08-03,1247,148510,0,0,1,0,11-280,0,680,680,138.0,257,2007-01-19,2040-02-22,1,,110,160,2,9,2,4,11,160000,0,33.11506849315069,long,"(2000, 2007]"
89,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-31,2018-01-16,0,2024-01-31,395,2021-01-31,700,59082,0,0,1,0,11-280,0,680,680,138.0,258,2008-06-25,2042-05-09,1,,110,160,2,9,2,1,11,160000,0,33.893150684931506,long,"(2007, 2017]"
90,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-11-13,1,2022-11-13,-49,2019-11-13,1145,155153,0,0,1,0,11-280,0,680,680,138.0,258,2007-04-12,2040-09-23,1,,110,160,2,9,2,1,11,160000,0,33.47397260273973,long,"(2000, 2007]"
91,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-11-21,1,2022-11-21,-41,2019-11-21,1137,159717,0,0,1,0,11-280,0,680,680,138.0,258,2009-04-08,2041-09-07,1,,110,160,2,9,2,4,11,160000,0,32.43835616438356,long,"(2007, 2017]"
92,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-10-01,1,2022-10-01,-92,2019-10-01,1188,148046,0,0,1,0,11-280,0,680,680,138.0,258,2008-10-26,2040-11-12,1,,110,160,2,9,2,1,2,160000,0,32.06849315068493,long,"(2007, 2017]"
93,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-10-19,1,2022-10-19,-74,2019-10-19,1170,147669,0,0,1,0,11-280,0,680,680,138.0,258,2009-11-24,2039-12-18,1,,110,160,2,9,2,6,11,160000,0,30.084931506849315,long,"(2007, 2017]"
94,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-10-02,1,2022-10-02,-91,2019-10-02,1187,138899,0,0,1,0,11-280,0,680,680,138.0,258,2008-04-26,2041-09-16,1,,110,160,2,9,2,6,11,160000,0,33.413698630136984,long,"(2007, 2017]"
95,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-03,2019-05-26,0,2025-06-03,884,2022-06-03,212,128405,0,0,1,0,11-280,0,680,680,138.0,258,2009-06-06,2039-02-20,1,,110,160,2,9,2,6,11,160000,0,29.72876712328767,long,"(2007, 2017]"
96,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-12-05,1,2022-12-05,-27,2019-12-05,1123,155408,0,0,1,0,11-280,0,680,680,138.0,258,2007-03-02,2040-02-17,1,,110,160,2,9,2,1,2,160000,0,32.986301369863014,long,"(2000, 2007]"
97,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-09-11,1,2022-09-11,-112,2019-09-11,1208,149014,0,0,1,0,11-280,0,680,680,138.0,258,2008-12-08,2042-08-03,1,,110,160,2,9,2,1,4,160000,0,33.673972602739724,long,"(2007, 2017]"
98,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-11-02,1,2022-11-02,-60,2019-11-02,1156,151965,0,0,1,0,11-280,0,680,680,138.0,258,2008-05-24,2039-05-19,1,,110,160,2,9,2,4,2,160000,0,31.005479452054793,long,"(2007, 2017]"
99,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-11-13,1,2022-11-13,-49,2019-11-13,1145,151262,0,0,1,0,11-280,0,680,680,138.0,260,2008-01-05,2042-07-02,1,,110,160,2,9,2,6,2,160000,0,34.512328767123286,long,"(2007, 2017]"
100,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-11-02,1,2022-11-02,-60,2019-11-02,1156,154781,0,0,1,0,11-280,0,680,680,138.0,258,2007-12-10,2042-02-01,1,,110,160,2,9,2,6,11,160000,0,34.16986301369863,long,"(2000, 2007]"
